docname,topic,proportion
newsgroups:5033,004,0.066828
newsgroups:5033,002,0.044494
newsgroups:5068,001,1.0
newsgroups:5103,013,1.0
newsgroups:5138,003,1.0
newsgroups:5173,013,0.309715
newsgroups:5173,009,0.16306
newsgroups:5173,003,0.15774
newsgroups:5173,004,0.115076
newsgroups:5173,001,0.113383
newsgroups:5173,011,0.055906
newsgroups:5173,017,0.034903
newsgroups:5173,006,0.017093
newsgroups:5173,000,0.016692
newsgroups:5173,016,0.00906
newsgroups:5208,001,1.0
newsgroups:5243,002,1.0
newsgroups:5278,000,1.0
newsgroups:5313,001,0.358959
newsgroups:5313,013,0.208753
newsgroups:5313,003,0.150229
newsgroups:5313,009,0.084656
newsgroups:5313,002,0.074722
newsgroups:5313,011,0.061626
newsgroups:5313,004,0.061057
newsgroups:5348,004,1.0
newsgroups:5383,000,1.0
newsgroups:5418,013,1.0
newsgroups:5453,000,0.494878
newsgroups:5453,001,0.311209
newsgroups:5453,002,0.193913
newsgroups:5488,003,0.661658
newsgroups:5488,013,0.338342
newsgroups:5523,013,1.0
newsgroups:5558,001,1.0
newsgroups:5593,016,1.0
newsgroups:5628,003,1.0
newsgroups:5663,011,0.427782
newsgroups:5663,003,0.369143
newsgroups:5663,012,0.118285
newsgroups:5663,000,0.08479
newsgroups:5698,009,1.0
newsgroups:5733,000,0.494878
newsgroups:5733,001,0.311209
newsgroups:5733,002,0.193913
newsgroups:5768,000,0.494878
newsgroups:5768,001,0.311209
newsgroups:5768,002,0.193913
newsgroups:5803,003,0.554006
newsgroups:5803,009,0.188592
newsgroups:5803,001,0.131229
newsgroups:5803,012,0.095328
newsgroups:5803,004,0.030845
newsgroups:5838,012,1.0
newsgroups:5873,001,1.0
newsgroups:5908,004,1.0
newsgroups:5943,016,1.0
newsgroups:5978,016,1.0
newsgroups:6013,007,1.0
newsgroups:6048,007,1.0
newsgroups:6083,007,1.0
newsgroups:6118,007,1.0
newsgroups:6153,002,1.0
newsgroups:6188,007,1.0
newsgroups:6223,004,0.266192
newsgroups:6223,003,0.225161
newsgroups:6223,007,0.169886
newsgroups:6223,001,0.160082
newsgroups:6223,010,0.083183
newsgroups:6223,017,0.04926
newsgroups:6223,002,0.046235
newsgroups:6258,012,1.0
newsgroups:6293,007,1.0
newsgroups:6328,001,1.0
newsgroups:6363,004,1.0
newsgroups:6398,007,0.427676
newsgroups:6398,002,0.350123
newsgroups:6398,001,0.143173
newsgroups:6398,005,0.079027
newsgroups:6433,007,1.0
newsgroups:6468,007,0.687531
newsgroups:6468,003,0.15945
newsgroups:6468,011,0.082242
newsgroups:6468,002,0.070777
newsgroups:6503,012,1.0
newsgroups:6538,007,1.0
newsgroups:6573,007,0.683888
newsgroups:6573,003,0.316112
newsgroups:6608,001,1.0
newsgroups:6643,003,1.0
newsgroups:6678,007,0.385642
newsgroups:6678,002,0.216574
newsgroups:6678,013,0.154215
newsgroups:6678,003,0.092632
newsgroups:6678,000,0.070122
newsgroups:6678,015,0.061442
newsgroups:6678,001,0.019374
newsgroups:6713,003,1.0
newsgroups:6748,003,1.0
newsgroups:6783,018,1.0
newsgroups:6818,002,1.0
newsgroups:6853,007,1.0
newsgroups:6888,007,1.0
newsgroups:6923,007,1.0
newsgroups:6958,002,0.410873
newsgroups:6958,014,0.382494
newsgroups:6958,003,0.206633
newsgroups:6993,007,0.714901
newsgroups:6993,003,0.193762
newsgroups:6993,006,0.091336
newsgroups:7028,002,1.0
newsgroups:7063,014,1.0
newsgroups:7098,014,1.0
newsgroups:7133,002,1.0
newsgroups:7168,001,1.0
newsgroups:7203,002,0.415169
newsgroups:7203,000,0.268352
newsgroups:7203,005,0.158691
newsgroups:7203,004,0.082116
newsgroups:7203,008,0.075672
newsgroups:7238,007,1.0
newsgroups:7273,002,0.437478
newsgroups:7273,014,0.228218
newsgroups:7273,012,0.109325
newsgroups:7273,007,0.106685
newsgroups:7273,001,0.080767
newsgroups:7273,016,0.037527
newsgroups:7308,002,1.0
newsgroups:7343,002,1.0
newsgroups:7378,002,0.327691
newsgroups:7378,014,0.279111
newsgroups:7378,003,0.262589
newsgroups:7378,001,0.13061
newsgroups:7413,003,0.27759
newsgroups:7413,000,0.197443
newsgroups:7413,001,0.169837
newsgroups:7413,002,0.107138
newsgroups:7413,016,0.094396
newsgroups:7413,012,0.062302
newsgroups:7413,011,0.047985
newsgroups:7413,004,0.043309
newsgroups:7448,014,1.0
newsgroups:7483,014,0.351095
newsgroups:7483,000,0.149394
newsgroups:7483,011,0.146075
newsgroups:7483,002,0.139536
newsgroups:7483,003,0.114682
newsgroups:7483,016,0.099218
newsgroups:7518,002,0.227203
newsgroups:7518,014,0.222161
newsgroups:7518,000,0.171068
newsgroups:7518,019,0.153707
newsgroups:7518,012,0.097252
newsgroups:7518,001,0.076892
newsgroups:7518,003,0.051718
newsgroups:7553,002,1.0
newsgroups:7588,000,1.0
newsgroups:7623,014,1.0
newsgroups:7658,017,1.0
newsgroups:7693,002,1.0
newsgroups:7728,000,0.505293
newsgroups:7728,005,0.494707
newsgroups:7763,008,1.0
newsgroups:7798,000,0.390732
newsgroups:7798,002,0.19843
newsgroups:7798,001,0.176772
newsgroups:7798,012,0.121633
newsgroups:7798,014,0.046151
newsgroups:7798,017,0.035927
newsgroups:7798,004,0.030357
newsgroups:7833,014,1.0
newsgroups:7868,000,0.420015
newsgroups:7868,003,0.329479
newsgroups:7868,016,0.174592
newsgroups:7868,011,0.075914
newsgroups:7903,014,0.307669
newsgroups:7903,001,0.25138
newsgroups:7903,003,0.135319
newsgroups:7903,002,0.113146
newsgroups:7903,000,0.084605
newsgroups:7903,012,0.037147
newsgroups:7903,016,0.036973
newsgroups:7903,004,0.024886
newsgroups:7903,006,0.008876
newsgroups:7938,007,1.0
newsgroups:7973,000,1.0
newsgroups:8008,003,1.0
newsgroups:8043,014,1.0
newsgroups:8078,003,1.0
newsgroups:8113,002,1.0
newsgroups:8148,014,0.342338
newsgroups:8148,000,0.292819
newsgroups:8148,005,0.183225
newsgroups:8148,002,0.134319
newsgroups:8148,001,0.047299
newsgroups:8183,014,0.360561
newsgroups:8183,002,0.246105
newsgroups:8183,000,0.141311
newsgroups:8183,003,0.08679
newsgroups:8183,011,0.067879
newsgroups:8183,012,0.061482
newsgroups:8183,016,0.035871
newsgroups:8218,014,1.0
newsgroups:8253,014,0.390694
newsgroups:8253,003,0.351413
newsgroups:8253,002,0.147103
newsgroups:8253,001,0.11079
newsgroups:8288,018,1.0
newsgroups:8323,014,1.0
newsgroups:8358,012,1.0
newsgroups:8393,014,0.663649
newsgroups:8393,002,0.174012
newsgroups:8393,003,0.162339
newsgroups:8428,002,0.456701
newsgroups:8428,000,0.191448
newsgroups:8428,003,0.190333
newsgroups:8428,014,0.161518
newsgroups:8463,000,1.0
newsgroups:8498,002,1.0
newsgroups:8533,007,1.0
newsgroups:8568,006,1.0
newsgroups:8603,014,1.0
newsgroups:8638,014,1.0
newsgroups:8673,003,1.0
newsgroups:8708,014,0.605642
newsgroups:8708,003,0.394358
newsgroups:8743,000,1.0
newsgroups:8778,014,0.577714
newsgroups:8778,003,0.238436
newsgroups:8778,002,0.18385
newsgroups:8813,014,1.0
newsgroups:8848,002,1.0
newsgroups:8883,003,1.0
newsgroups:8918,014,1.0
newsgroups:8953,002,1.0
newsgroups:8988,000,0.494878
newsgroups:8988,001,0.311209
newsgroups:8988,002,0.193913
newsgroups:9023,015,1.0
newsgroups:9058,001,1.0
newsgroups:9093,004,1.0
newsgroups:9128,002,1.0
newsgroups:9163,002,1.0
newsgroups:9198,002,0.562439
newsgroups:9198,001,0.235627
newsgroups:9198,008,0.201933
newsgroups:9233,002,1.0
newsgroups:9268,002,1.0
newsgroups:9303,000,1.0
newsgroups:9338,002,0.689567
newsgroups:9338,015,0.310433
newsgroups:9373,015,1.0
newsgroups:9408,015,1.0
newsgroups:9443,000,1.0
newsgroups:9478,002,0.468315
newsgroups:9478,004,0.267404
newsgroups:9478,015,0.264281
newsgroups:9513,002,0.526522
newsgroups:9513,015,0.407638
newsgroups:9513,000,0.06584
newsgroups:9548,015,1.0
newsgroups:9583,002,1.0
newsgroups:9618,002,1.0
newsgroups:9653,015,0.366436
newsgroups:9653,002,0.22749
newsgroups:9653,000,0.149075
newsgroups:9653,003,0.114443
newsgroups:9653,016,0.101596
newsgroups:9653,005,0.040961
newsgroups:9688,002,0.708439
newsgroups:9688,000,0.137171
newsgroups:9688,012,0.096677
newsgroups:9688,016,0.057713
newsgroups:9723,000,0.383695
newsgroups:9723,002,0.339991
newsgroups:9723,016,0.276314
newsgroups:9758,002,1.0
newsgroups:9793,002,1.0
newsgroups:9828,002,1.0
newsgroups:9863,004,1.0
newsgroups:9898,006,1.0
newsgroups:9933,002,0.414191
newsgroups:9933,015,0.293998
newsgroups:9933,000,0.156776
newsgroups:9933,005,0.064484
newsgroups:9933,003,0.045427
newsgroups:9933,001,0.025124
newsgroups:9968,002,1.0
newsgroups:10003,002,0.507481
newsgroups:10003,015,0.201672
newsgroups:10003,003,0.107602
newsgroups:10003,014,0.100128
newsgroups:10003,000,0.083118
newsgroups:10038,015,0.661998
newsgroups:10038,002,0.338002
newsgroups:10073,002,1.0
newsgroups:10108,015,1.0
newsgroups:10143,002,1.0
newsgroups:10178,015,0.529992
newsgroups:10178,000,0.192002
newsgroups:10178,002,0.148605
newsgroups:10178,006,0.085187
newsgroups:10178,003,0.044215
newsgroups:10213,002,1.0
newsgroups:10248,002,1.0
newsgroups:10283,002,1.0
newsgroups:10318,015,1.0
newsgroups:10353,015,1.0
newsgroups:10388,002,1.0
newsgroups:10423,002,0.512221
newsgroups:10423,007,0.193406
newsgroups:10423,015,0.191751
newsgroups:10423,000,0.102622
newsgroups:10458,015,1.0
newsgroups:10493,002,0.600206
newsgroups:10493,015,0.305576
newsgroups:10493,012,0.050829
newsgroups:10493,003,0.026559
newsgroups:10493,006,0.009116
newsgroups:10493,004,0.007713
newsgroups:10528,002,1.0
newsgroups:10563,002,1.0
newsgroups:10598,015,1.0
newsgroups:10633,002,1.0
newsgroups:10668,015,1.0
newsgroups:10703,002,1.0
newsgroups:10738,002,0.398124
newsgroups:10738,015,0.281622
newsgroups:10738,012,0.114635
newsgroups:10738,000,0.106775
newsgroups:10738,003,0.042518
newsgroups:10738,005,0.039287
newsgroups:10738,017,0.017039
newsgroups:10773,002,1.0
newsgroups:10808,015,1.0
newsgroups:10843,015,0.731857
newsgroups:10843,002,0.099674
newsgroups:10843,005,0.08757
newsgroups:10843,003,0.080899
newsgroups:10878,002,1.0
newsgroups:10913,000,1.0
newsgroups:10948,015,1.0
newsgroups:10983,002,0.583824
newsgroups:10983,015,0.300671
newsgroups:10983,008,0.115505
newsgroups:11018,000,0.329708
newsgroups:11018,017,0.305694
newsgroups:11018,002,0.088903
newsgroups:11018,003,0.08879
newsgroups:11018,001,0.084016
newsgroups:11018,016,0.076917
newsgroups:11018,005,0.025974
newsgroups:11053,001,0.259651
newsgroups:11053,017,0.179361
newsgroups:11053,000,0.162821
newsgroups:11053,003,0.078514
newsgroups:11053,002,0.068599
newsgroups:11053,009,0.064394
newsgroups:11053,004,0.054117
newsgroups:11053,013,0.043577
newsgroups:11053,005,0.041245
newsgroups:11053,008,0.021986
newsgroups:11088,017,0.450221
newsgroups:11088,000,0.282392
newsgroups:11088,001,0.267387
newsgroups:11123,008,0.337954
newsgroups:11123,017,0.336233
newsgroups:11123,001,0.165566
newsgroups:11123,002,0.100798
newsgroups:11123,000,0.05945
newsgroups:11158,017,1.0
newsgroups:11193,017,0.435531
newsgroups:11193,000,0.186446
newsgroups:11193,016,0.139586
newsgroups:11193,012,0.113684
newsgroups:11193,003,0.073762
newsgroups:11193,002,0.050991
newsgroups:11228,017,1.0
newsgroups:11263,000,0.380907
newsgroups:11263,002,0.234513
newsgroups:11263,017,0.208552
newsgroups:11263,001,0.119685
newsgroups:11263,003,0.056343
newsgroups:11298,017,1.0
newsgroups:11333,001,1.0
newsgroups:11368,017,1.0
newsgroups:11403,017,1.0
newsgroups:11438,017,1.0
newsgroups:11473,017,1.0
newsgroups:11500,019,1.0
newsgroups:11535,017,0.590037
newsgroups:11535,000,0.284498
newsgroups:11535,001,0.081946
newsgroups:11535,002,0.025862
newsgroups:11535,012,0.017657
newsgroups:11570,017,0.352378
newsgroups:11570,004,0.27058
newsgroups:11570,003,0.180916
newsgroups:11570,001,0.078872
newsgroups:11570,002,0.046807
newsgroups:11570,013,0.045297
newsgroups:11570,000,0.025149
newsgroups:11605,004,1.0
newsgroups:11640,006,1.0
newsgroups:11675,017,0.443994
newsgroups:11675,003,0.342891
newsgroups:11675,012,0.213115
newsgroups:11710,000,0.808251
newsgroups:11710,001,0.080936
newsgroups:11710,006,0.060121
newsgroups:11710,002,0.050692
newsgroups:11745,000,0.612129
newsgroups:11745,001,0.25662
newsgroups:11745,002,0.066096
newsgroups:11745,005,0.065155
newsgroups:11780,017,0.778594
newsgroups:11780,001,0.221406
newsgroups:11815,001,1.0
newsgroups:11850,000,1.0
newsgroups:11885,000,1.0
newsgroups:11920,017,0.662323
newsgroups:11920,003,0.23892
newsgroups:11920,002,0.098757
newsgroups:11955,003,1.0
newsgroups:11990,017,1.0
newsgroups:12025,001,1.0
newsgroups:12060,001,1.0
newsgroups:12095,001,1.0
newsgroups:12130,004,1.0
newsgroups:12165,001,1.0
newsgroups:12200,001,1.0
newsgroups:12235,003,1.0
newsgroups:12270,007,1.0
newsgroups:12305,003,0.386186
newsgroups:12305,001,0.385421
newsgroups:12305,019,0.114464
newsgroups:12305,018,0.113929
newsgroups:12340,003,1.0
newsgroups:12375,003,1.0
newsgroups:12410,001,1.0
newsgroups:12445,001,0.512693
newsgroups:12445,003,0.399135
newsgroups:12445,017,0.088172
newsgroups:12480,001,0.545568
newsgroups:12480,016,0.224872
newsgroups:12480,002,0.18703
newsgroups:12480,003,0.04253
newsgroups:12515,003,1.0
newsgroups:12550,003,1.0
newsgroups:12585,004,0.342924
newsgroups:12585,017,0.279844
newsgroups:12585,011,0.224719
newsgroups:12585,015,0.152513
newsgroups:12620,009,1.0
newsgroups:12655,019,1.0
newsgroups:12690,001,1.0
newsgroups:12725,003,1.0
newsgroups:12760,002,1.0
newsgroups:12795,001,0.324217
newsgroups:12795,019,0.311817
newsgroups:12795,003,0.268086
newsgroups:12795,017,0.09588
newsgroups:12830,007,1.0
newsgroups:12865,019,1.0
newsgroups:12900,007,0.54587
newsgroups:12900,003,0.199765
newsgroups:12900,002,0.09676
newsgroups:12900,001,0.090867
newsgroups:12900,010,0.066737
newsgroups:12935,003,1.0
newsgroups:12970,003,1.0
newsgroups:13005,001,0.606583
newsgroups:13005,002,0.193045
newsgroups:13005,003,0.12397
newsgroups:13005,006,0.076402
newsgroups:13040,002,0.332265
newsgroups:13040,000,0.287787
newsgroups:13040,003,0.153562
newsgroups:13040,001,0.14159
newsgroups:13040,016,0.084796
newsgroups:13075,002,1.0
newsgroups:13110,001,1.0
newsgroups:13145,001,1.0
newsgroups:13180,002,1.0
newsgroups:13215,002,1.0
newsgroups:13250,000,1.0
newsgroups:13285,016,0.33349
newsgroups:13285,002,0.292418
newsgroups:13285,005,0.268447
newsgroups:13285,003,0.105645
newsgroups:13320,000,1.0
newsgroups:13355,016,1.0
newsgroups:13390,001,0.294787
newsgroups:13390,002,0.231313
newsgroups:13390,011,0.208544
newsgroups:13390,003,0.168389
newsgroups:13390,014,0.096968
newsgroups:13425,003,1.0
newsgroups:13460,002,1.0
newsgroups:13495,003,1.0
newsgroups:13530,002,1.0
newsgroups:13565,000,1.0
newsgroups:13600,008,1.0
newsgroups:13635,006,1.0
newsgroups:13670,001,0.385965
newsgroups:13670,011,0.382719
newsgroups:13670,002,0.231316
newsgroups:13705,002,0.272061
newsgroups:13705,014,0.26834
newsgroups:13705,000,0.209391
newsgroups:13705,001,0.170561
newsgroups:13705,003,0.079647
newsgroups:13740,006,1.0
newsgroups:13775,001,0.727665
newsgroups:13775,005,0.245984
newsgroups:13775,002,0.026351
newsgroups:13810,002,1.0
newsgroups:13845,002,1.0
newsgroups:13880,003,1.0
newsgroups:13915,002,1.0
newsgroups:13950,004,1.0
newsgroups:13985,001,1.0
newsgroups:14020,001,1.0
newsgroups:14055,004,1.0
newsgroups:14090,001,0.645568
newsgroups:14090,003,0.191632
newsgroups:14090,002,0.108669
newsgroups:14090,012,0.054131
newsgroups:14125,006,1.0
newsgroups:14160,003,1.0
newsgroups:14195,001,1.0
newsgroups:14230,000,1.0
newsgroups:14265,004,0.444281
newsgroups:14265,002,0.381029
newsgroups:14265,000,0.17469
newsgroups:14300,001,1.0
newsgroups:14335,003,0.376212
newsgroups:14335,002,0.255648
newsgroups:14335,001,0.202362
newsgroups:14335,004,0.165778
newsgroups:14370,003,1.0
newsgroups:14405,000,1.0
newsgroups:14440,001,0.695061
newsgroups:14440,003,0.170068
newsgroups:14440,002,0.134871
newsgroups:14475,008,1.0
newsgroups:14510,003,1.0
newsgroups:14545,001,1.0
newsgroups:14580,001,1.0
newsgroups:14615,002,1.0
newsgroups:14650,000,1.0
newsgroups:14685,000,1.0
newsgroups:14720,003,1.0
newsgroups:14755,001,0.299518
newsgroups:14755,002,0.282804
newsgroups:14755,000,0.197045
newsgroups:14755,004,0.077796
newsgroups:14755,003,0.048014
newsgroups:14755,006,0.046594
newsgroups:14755,007,0.039793
newsgroups:14755,008,0.008436
newsgroups:14790,011,1.0
newsgroups:14825,002,0.387763
newsgroups:14825,001,0.295519
newsgroups:14825,003,0.181684
newsgroups:14825,000,0.113731
newsgroups:14825,006,0.021302
newsgroups:14860,001,1.0
newsgroups:14895,001,1.0
newsgroups:14930,001,0.326235
newsgroups:14930,002,0.210081
newsgroups:14930,000,0.207549
newsgroups:14930,005,0.111048
newsgroups:14930,014,0.068285
newsgroups:14930,016,0.042013
newsgroups:14930,015,0.034789
newsgroups:14965,001,1.0
newsgroups:15000,006,1.0
newsgroups:15035,005,1.0
newsgroups:15070,006,1.0
newsgroups:15105,005,0.498696
newsgroups:15105,002,0.219735
newsgroups:15105,003,0.187848
newsgroups:15105,000,0.047177
newsgroups:15105,006,0.046545
newsgroups:15140,000,1.0
newsgroups:15175,006,1.0
newsgroups:15210,000,0.418391
newsgroups:15210,008,0.217364
newsgroups:15210,005,0.194664
newsgroups:15210,001,0.103204
newsgroups:15210,003,0.066378
newsgroups:15245,005,0.626205
newsgroups:15245,000,0.278508
newsgroups:15245,006,0.095287
newsgroups:15280,000,1.0
newsgroups:15315,000,0.48024
newsgroups:15315,005,0.314205
newsgroups:15315,001,0.085413
newsgroups:15315,002,0.059262
newsgroups:15315,016,0.041191
newsgroups:15315,006,0.01627
newsgroups:15315,003,0.003419
newsgroups:15350,005,0.443072
newsgroups:15350,002,0.228721
newsgroups:15350,001,0.17816
newsgroups:15350,000,0.150046
newsgroups:15385,000,0.498573
newsgroups:15385,005,0.286574
newsgroups:15385,012,0.071196
newsgroups:15385,001,0.051343
newsgroups:15385,002,0.046255
newsgroups:15385,016,0.039871
newsgroups:15385,003,0.006188
newsgroups:15420,006,1.0
newsgroups:15455,005,1.0
newsgroups:15490,008,1.0
newsgroups:15525,000,0.523738
newsgroups:15525,002,0.165198
newsgroups:15525,005,0.15665
newsgroups:15525,003,0.102372
newsgroups:15525,016,0.052042
newsgroups:15560,006,1.0
newsgroups:15595,000,1.0
newsgroups:15630,005,0.841785
newsgroups:15630,002,0.090113
newsgroups:15630,003,0.057945
newsgroups:15630,000,0.010156
newsgroups:15665,006,1.0
newsgroups:15700,005,0.883231
newsgroups:15700,002,0.069526
newsgroups:15700,001,0.047244
newsgroups:15735,005,0.826802
newsgroups:15735,000,0.155926
newsgroups:15735,006,0.017272
newsgroups:15770,005,1.0
newsgroups:15805,002,1.0
newsgroups:15840,005,0.689794
newsgroups:15840,000,0.167968
newsgroups:15840,003,0.142239
newsgroups:15875,005,1.0
newsgroups:15910,005,1.0
newsgroups:15945,005,1.0
newsgroups:15980,005,1.0
newsgroups:16015,000,1.0
newsgroups:16050,000,0.482838
newsgroups:16050,003,0.243074
newsgroups:16050,001,0.13423
newsgroups:16050,014,0.101077
newsgroups:16050,005,0.038781
newsgroups:16085,002,1.0
newsgroups:16120,001,1.0
newsgroups:16155,008,1.0
newsgroups:16190,009,1.0
newsgroups:16225,005,1.0
newsgroups:16260,000,1.0
newsgroups:16295,002,1.0
newsgroups:16330,000,0.549531
newsgroups:16330,005,0.161248
newsgroups:16330,016,0.093769
newsgroups:16330,002,0.075503
newsgroups:16330,012,0.072086
newsgroups:16330,001,0.022289
newsgroups:16330,006,0.01288
newsgroups:16330,003,0.012693
newsgroups:16365,000,0.60689
newsgroups:16365,002,0.221918
newsgroups:16365,003,0.171192
newsgroups:16400,000,0.459385
newsgroups:16400,001,0.289452
newsgroups:16400,002,0.092322
newsgroups:16400,016,0.065704
newsgroups:16400,003,0.048454
newsgroups:16400,004,0.03552
newsgroups:16400,005,0.009163
newsgroups:16435,000,0.61292
newsgroups:16435,002,0.19496
newsgroups:16435,012,0.192119
newsgroups:16470,001,1.0
newsgroups:16505,000,0.641406
newsgroups:16505,005,0.268255
newsgroups:16505,003,0.048016
newsgroups:16505,002,0.042323
newsgroups:16540,001,0.350544
newsgroups:16540,005,0.346112
newsgroups:16540,000,0.235555
newsgroups:16540,002,0.067789
newsgroups:16575,003,1.0
newsgroups:16610,000,1.0
newsgroups:16645,000,0.56256
newsgroups:16645,001,0.178036
newsgroups:16645,003,0.143912
newsgroups:16645,004,0.115492
newsgroups:16680,000,1.0
newsgroups:16715,005,1.0
newsgroups:16750,000,1.0
newsgroups:16785,000,0.404994
newsgroups:16785,001,0.366979
newsgroups:16785,003,0.228027
newsgroups:16820,000,1.0
newsgroups:16855,000,0.407076
newsgroups:16855,005,0.39807
newsgroups:16855,001,0.152298
newsgroups:16855,003,0.042557
newsgroups:16890,001,1.0
newsgroups:16925,001,0.231403
newsgroups:16925,012,0.226679
newsgroups:16925,000,0.146163
newsgroups:16925,003,0.137125
newsgroups:16925,017,0.135261
newsgroups:16925,002,0.112532
newsgroups:16925,005,0.010837
newsgroups:16960,000,1.0
newsgroups:16995,000,0.331817
newsgroups:16995,001,0.199246
newsgroups:16995,002,0.193203
newsgroups:16995,014,0.086281
newsgroups:16995,003,0.075897
newsgroups:16995,012,0.052535
newsgroups:16995,004,0.045576
newsgroups:16995,017,0.015444
newsgroups:17030,002,1.0
newsgroups:17065,012,1.0
newsgroups:17100,000,1.0
newsgroups:17135,000,1.0
newsgroups:17170,000,0.4185
newsgroups:17170,005,0.339083
newsgroups:17170,002,0.114406
newsgroups:17170,003,0.045193
newsgroups:17170,006,0.041942
newsgroups:17170,001,0.040876
newsgroups:17205,000,1.0
newsgroups:17240,000,1.0
newsgroups:17275,000,0.702017
newsgroups:17275,002,0.091964
newsgroups:17275,005,0.088824
newsgroups:17275,008,0.06155
newsgroups:17275,003,0.033169
newsgroups:17275,018,0.022476
newsgroups:17310,000,0.502889
newsgroups:17310,005,0.201086
newsgroups:17310,002,0.186295
newsgroups:17310,001,0.043009
newsgroups:17310,006,0.029737
newsgroups:17310,004,0.025479
newsgroups:17310,003,0.011506
newsgroups:17345,000,1.0
newsgroups:17380,000,1.0
newsgroups:17415,000,0.534239
newsgroups:17415,005,0.373931
newsgroups:17415,004,0.091829
newsgroups:17450,000,1.0
newsgroups:17485,000,0.319414
newsgroups:17485,002,0.233224
newsgroups:17485,001,0.138253
newsgroups:17485,005,0.109926
newsgroups:17485,003,0.095865
newsgroups:17485,012,0.042456
newsgroups:17485,014,0.03895
newsgroups:17485,004,0.021912
newsgroups:17520,000,1.0
newsgroups:17555,005,1.0
newsgroups:17590,005,1.0
newsgroups:17625,001,1.0
newsgroups:17660,008,1.0
newsgroups:17695,000,1.0
newsgroups:17730,006,1.0
newsgroups:17765,002,1.0
newsgroups:17800,000,0.592551
newsgroups:17800,005,0.27429
newsgroups:17800,002,0.081768
newsgroups:17800,016,0.051391
newsgroups:17835,000,0.658214
newsgroups:17835,001,0.216079
newsgroups:17835,005,0.125707
newsgroups:17870,000,0.78533
newsgroups:17870,002,0.073539
newsgroups:17870,001,0.06189
newsgroups:17870,012,0.044381
newsgroups:17870,003,0.03486
newsgroups:17905,016,1.0
newsgroups:17940,000,1.0
newsgroups:17975,005,1.0
newsgroups:18010,005,1.0
newsgroups:18045,000,1.0
newsgroups:18080,000,0.551336
newsgroups:18080,005,0.368072
newsgroups:18080,002,0.080592
newsgroups:18115,000,0.640212
newsgroups:18115,003,0.198837
newsgroups:18115,005,0.160951
newsgroups:18150,000,0.460972
newsgroups:18150,005,0.219852
newsgroups:18150,012,0.150902
newsgroups:18150,001,0.115382
newsgroups:18150,002,0.052892
newsgroups:18185,000,0.691729
newsgroups:18185,012,0.172312
newsgroups:18185,002,0.135958
newsgroups:18220,000,1.0
newsgroups:18255,000,1.0
newsgroups:18290,000,0.915687
newsgroups:18290,001,0.084313
newsgroups:18325,000,0.661707
newsgroups:18325,005,0.22683
newsgroups:18325,002,0.111463
newsgroups:18360,000,0.407233
newsgroups:18360,005,0.380786
newsgroups:18360,002,0.142306
newsgroups:18360,001,0.046789
newsgroups:18360,014,0.012824
newsgroups:18360,008,0.010063
newsgroups:18395,002,1.0
newsgroups:18430,003,1.0
newsgroups:18465,001,1.0
newsgroups:18500,000,0.623088
newsgroups:18500,002,0.136158
newsgroups:18500,012,0.125021
newsgroups:18500,001,0.078243
newsgroups:18500,003,0.037489
newsgroups:18535,000,0.818703
newsgroups:18535,002,0.05888
newsgroups:18535,005,0.052258
newsgroups:18535,003,0.050031
newsgroups:18535,019,0.020129
newsgroups:18570,000,1.0
newsgroups:18605,000,1.0
newsgroups:18640,007,1.0
newsgroups:18675,001,1.0
newsgroups:18710,000,0.570493
newsgroups:18710,005,0.28814
newsgroups:18710,003,0.081165
newsgroups:18710,002,0.043815
newsgroups:18710,016,0.016386
newsgroups:18745,003,1.0
newsgroups:18780,000,0.695251
newsgroups:18780,012,0.234665
newsgroups:18780,005,0.070084
newsgroups:18815,002,1.0
newsgroups:18850,001,1.0
newsgroups:18885,000,1.0
newsgroups:18920,005,1.0
newsgroups:18955,000,1.0
newsgroups:18990,000,0.379079
newsgroups:18990,005,0.207733
newsgroups:18990,002,0.197121
newsgroups:18990,003,0.109642
newsgroups:18990,019,0.106426
newsgroups:19025,008,1.0
newsgroups:19060,002,1.0
newsgroups:19095,005,1.0
newsgroups:19130,000,0.58294
newsgroups:19130,005,0.164754
newsgroups:19130,002,0.131034
newsgroups:19130,003,0.075839
newsgroups:19130,012,0.045433
newsgroups:19165,006,1.0
newsgroups:19200,001,0.380079
newsgroups:19200,008,0.173861
newsgroups:19200,000,0.16478
newsgroups:19200,003,0.157982
newsgroups:19200,019,0.123297
newsgroups:19235,014,1.0
newsgroups:19270,012,1.0
newsgroups:19305,005,0.569516
newsgroups:19305,002,0.193271
newsgroups:19305,000,0.190309
newsgroups:19305,003,0.046905
newsgroups:19340,006,0.694576
newsgroups:19340,005,0.305424
newsgroups:19375,006,0.208637
newsgroups:19375,005,0.185478
newsgroups:19375,000,0.172789
newsgroups:19375,016,0.158076
newsgroups:19375,002,0.143111
newsgroups:19375,012,0.13191
newsgroups:19410,005,0.580004
newsgroups:19410,016,0.243461
newsgroups:19410,000,0.159225
newsgroups:19410,001,0.01731
newsgroups:19445,001,1.0
newsgroups:19480,005,1.0
newsgroups:19515,000,1.0
newsgroups:19550,005,1.0
newsgroups:19585,005,1.0
newsgroups:19620,000,1.0
newsgroups:19655,008,1.0
newsgroups:19690,000,1.0
newsgroups:19725,000,0.501438
newsgroups:19725,005,0.498562
newsgroups:19760,005,0.60246
newsgroups:19760,006,0.185352
